customer_id,Segment_D4,cluster,cluster_name,recommended_action,Recency,Frequency,Monetary
C1019,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",78,1,23108
C0349,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,9,39302
C0568,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",7,5,90893
C1413,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,250,2,22555
C1059,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",55,0,4709
C0600,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,24,9,30414
C0459,G1 VIP(Champions),2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",4,8,54756
C0376,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,8,22864
C0334,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,5,55479
C0757,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,11,33686
C1324,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,97,3,15960
C0712,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,39,2,21950
C1390,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,319,0,4618
C0567,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,20,8,7896
C0329,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",36,7,37309
C0319,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",1,10,10021
C1303,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,73,3,7265
C0953,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,99,3,15321
C0013,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,3,13,102962
C0172,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,44,8,35197
C0261,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,10,27135
C0820,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,8,29391
C1495,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,336,0,8095
C0797,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",31,10,24845
C0139,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,2,15,51032
C0550,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",27,7,22192
C0616,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",26,10,18302
C0846,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",39,6,39956
C0778,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,8,44271
C0559,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,10,36949
C0140,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,13,32739
C1310,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",103,3,16768
C1024,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,58,4,17865
C0225,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,5,5,22742
C0964,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,83,0,14681
C0410,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,5,8,21715
C0326,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,7,70859
C0300,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,27,6,27553
C0994,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",55,3,19121
C1033,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",94,2,20780
C0671,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,23,12,68002
C1480,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,137,0,2845
C0947,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",114,2,7677
C1270,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",118,3,20041
C0574,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,12,67269
C0504,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,9,38275
C1038,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,71,0,4939
C0004,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,12,10,41757
C1469,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,350,0,5394
C0468,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,8,35641
C0322,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,43,8,23000
C0006,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,15,68267
C0974,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",65,1,6849
C0548,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,12,92631
C1477,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",144,0,8265
C0040,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,19,251054
C0543,G2 Loyal,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",28,9,22446
C0243,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,46,7,30086
C0137,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,16,52530
C0603,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,10,78966
C0773,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,30,9,35626
C0847,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,7,61344
C1091,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,112,4,13609
C1366,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,123,3,38183
C0582,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,7,54270
C1475,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,242,1,5056
C0789,G3 Big Spenders,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",26,4,37374
C1389,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,196,1,9294
C0377,G4 New/Promising,3,穩定中段,推次高規則 + 定期 Banner 維繫,25,2,17114
C0315,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,8,19872
C0443,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,32,8,17225
C0320,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,26,11,19125
C1479,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,273,1,5710
C0794,G6 At Risk,3,穩定中段,推次高規則 + 定期 Banner 維繫,49,7,21888
C1133,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,97,3,30986
C0425,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,45,11,62222
C0554,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,31,9,19930
C0595,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,18,6,33070
C0894,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,38,9,23878
C1482,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,101,0,23172
C1218,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,121,2,22169
C1165,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,103,2,13645
C0228,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,9,23251
C0715,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,5,25752
C0811,G6 At Risk,3,穩定中段,推次高規則 + 定期 Banner 維繫,47,10,22172
C0980,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,103,3,23965
C1076,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,99,2,59030
C0067,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,25,57287
C0394,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,10,33513
C0580,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,9,33795
C0990,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,79,2,8307
C0212,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,8,72166
C1160,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,81,4,54088
C0782,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,42,13,26818
C0537,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,10,16460
C0775,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",33,5,109024
C0662,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,10,4,29449
C0086,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,17,80656
C1350,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,2,77847
C1217,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,112,4,34280
C0916,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",97,1,10998
C0661,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,6,44809
C1351,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,316,1,6914
C0631,G4 New/Promising,3,穩定中段,推次高規則 + 定期 Banner 維繫,6,4,17383
C1034,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",72,1,23599
C1400,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,224,0,18852
C1093,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",79,2,8966
C0274,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,27,10,101111
C0723,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,19,9,23580
C0363,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,12,33819
C0623,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,7,26116
C0003,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,14,41041
C0007,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,26,79532
C0312,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,25,8,30021
C1168,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,53,3,6056
C0939,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",45,3,5645
C1478,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,347,0,3286
C0216,G3 Big Spenders,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",29,4,34624
C1321,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,55,2,8219
C0028,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,1,18,29296
C1466,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",97,1,7385
C1025,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",122,3,13129
C0786,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,29,13,18385
C0639,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,14,10,14056
C0830,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,45,7,34568
C0827,G1 VIP(Champions),2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",3,10,33484
C0625,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,10,26154
C0850,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,8,48909
C0257,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,9,67453
C0026,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,6,19,86733
C0337,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,18,8,17142
C0573,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,9,53600
C0048,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,17,155067
C0107,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,2,15,52160
C0350,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",39,5,19625
C0056,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,13,24,102068
C0809,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,46,8,29822
C0214,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,39,4,68041
C0121,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,23,26888
C0870,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,42,12,12510
C0856,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,8,32753
C0073,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,6,21,67513
C1381,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,325,1,11709
C0721,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",24,10,17327
C0046,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,24,49284
C1264,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",99,2,24780
C0524,G5 Potential Loyalists,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",27,7,33038
C0869,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,15,5,62977
C1108,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",79,2,44383
C1275,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",87,2,34594
C0803,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,35,7,42302
C0534,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",34,8,13053
C1138,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,59,2,29911
C0604,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,36,10,23021
C0466,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,9,11,7014
C1203,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",111,5,14895
C1278,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",101,2,14528
C1444,G7 Hibernating,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,357,1,23346
C0989,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,77,2,19497
C0061,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,18,20,43311
C0886,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,11,22460
C0093,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,17,20699
C0667,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,12,7,16253
C0706,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,29,11,24849
C0195,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,10,10,66367
C0281,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,9,28471
C0696,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,10,31701
C0360,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,9,43190
C0520,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,6,11,27241
C0813,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,27,7,111951
C0768,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,14,9,31365
C0183,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,1,11,12914
C1487,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",128,0,15364
C0111,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,0,19,45761
C0043,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,8,25,75085
C1007,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",94,2,21542
C0205,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,10,46724
C0821,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,18,9,15857
C0053,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,18,21,46876
C0546,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,7,90582
C1132,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,79,2,10298
C1158,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",96,3,9316
C1468,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,158,0,7599
C0911,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,50,0,16386
C0184,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",39,6,12308
C0138,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,21,21,43898
C1150,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,83,3,19659
C0081,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,22,16,51444
C1213,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,96,2,7953
C0106,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,1,14,82674
C0542,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,36,8,51381
C1314,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,48,1,16489
C0481,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,11,14285
C0166,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,32,6,27830
C0249,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,27,11,52276
C0308,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,8,43590
C0447,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,26,8,81648
C0747,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,7,28213
C0335,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,9,25748
C0098,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,6,69231
C0760,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,7,51394
C0738,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,26,5,27115
C0837,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,17,6,17360
C0943,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,62,1,26460
C0103,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,5,11,94575
C0435,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,13,5,26310
C0075,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,18,55618
C1341,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,73,2,10325
C1125,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",66,4,40329
C1360,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",110,2,19323
C0303,G2 Loyal,3,穩定中段,推次高規則 + 定期 Banner 維繫,44,9,21979
C1263,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",82,1,12804
C1224,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,108,1,26800
C0734,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,43,11,12098
C0389,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,43,10,58717
C0236,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,0,8,17223
C1246,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",60,1,31604
C0268,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,29,8,15370
C0306,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,31,6,16544
C0118,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,10,72998
C1212,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",73,2,10276
C0674,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,8,90274
C0250,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,40,2,83972
C1094,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",119,2,6348
C1080,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",81,1,5658
C0072,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,18,67634
C0095,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,4,21,81607
C0848,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,41,9,20310
C0034,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,3,12,115589
C1101,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",51,4,46479
C0449,G5 Potential Loyalists,3,穩定中段,推次高規則 + 定期 Banner 維繫,21,6,36558
C0446,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,31,10,94965
C0772,G8 Lost,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,45,11,20176
C0717,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,17,5,62820
C0887,G6 At Risk,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,50,8,69961
C1245,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",79,2,31452
C0901,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",90,2,12681
C1036,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",62,2,24604
C0078,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,1,10,61975
C0085,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,18,15,47437
C0835,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,34,10,54520
C0083,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,13,40622
C0458,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,35,10,15964
C0919,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,101,3,20148
C0677,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,32,5,20754
C0985,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",62,1,26693
C1240,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,83,2,20385
C0437,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,28,10,34856
C0771,G3 Big Spenders,3,穩定中段,推次高規則 + 定期 Banner 維繫,29,4,35360
C0645,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,24,8,14594
C1120,G7 Hibernating,3,穩定中段,推次高規則 + 定期 Banner 維繫,80,3,28477
C0906,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",73,3,55355
C1194,G7 Hibernating,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",68,2,24076
C0405,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,7,8,43313
C1304,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",51,1,15620
C0934,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,58,0,11166
C1486,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,166,1,16812
C0105,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,9,23,33065
C0610,G5 Potential Loyalists,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,28,7,56272
C1456,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,183,1,12974
C0689,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,11,42979
C0949,G8 Lost,2,流失高風險,"加碼折扣 + 主動關懷,搶在流失前挽留",83,1,19444
C0932,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,42,4,9071
C0063,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,3,11,39297
C0282,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,37,9,105485
C0779,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,16,11,48405
C1394,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,225,0,18799
C0239,G2 Loyal,1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,41,12,78698
C0224,G8 Lost,3,穩定中段,推次高規則 + 定期 Banner 維繫,0,8,14783
C0146,G1 VIP(Champions),1,VIP 高頻高額,推 D13 Top 規則加價購 / 專屬客服,11,22,39217
C1399,G8 Lost,0,沉睡客戶,大優惠喚醒 + 個人化召回簡訊,281,0,10241
